_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
7637902,26363,BP-18285,333,Wilson Ave,Wilson Ave,South,Richelieu Rd,West,,6.0,,Ring,Existing,0,309994.94,4844116.579,-79.435507918,43.736986426,"{u'type': u'Point', u'coordinates': (-79.4355079234, 43.7369864311)}"
7637903,26364,BP-18307,1321,St Clair Ave W,St Clair Ave W,South,St Clarens Ave,East,,9.0,Corso Italia,Ring,Existing,0,308914.869,4837398.887,-79.448967677,43.676525457,"{u'type': u'Point', u'coordinates': (-79.4489676784, 43.67652546)}"
7637904,26366,BP-19118,123,Front St E,Front St E,South,George St S,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,315286.527,4834439.08,-79.37000445,43.649820706999996,"{u'type': u'Point', u'coordinates': (-79.3700044551, 43.649820706)}"
7637905,26371,BP-24580,2199,Bloor St W,Bloor St W,South,Kennedy Ave,East,,4.0,Bloor West Village,Ring,Existing,0,306790.81,4834592.913,-79.475320457,43.651276656,"{u'type': u'Point', u'coordinates': (-79.4753204571, 43.6512766615)}"
7637906,26372,BP-30494,425,Queen St W,Queen St W,South,Spadina Ave,East,,10.0,Queen Street West,Ring,Existing,0,313231.61199999996,4834329.524,-79.395479736,43.648860682,"{u'type': u'Point', u'coordinates': (-79.3954797375, 43.6488606838)}"
7637907,26376,BP-24774,29,Kenilworth Ave,Kewbeach Ave,South,Kenilworth Ave,East,,19.0,,Ring,Existing,0,320886.214,4836311.688999999,-79.30053285,43.666576594,"{u'type': u'Point', u'coordinates': (-79.3005328535, 43.6665765978)}"
7637908,26380,BP-44698,384,Keele St,Keele St,West,Dundas St W,North,,4.0,Junction Gardens,Ring,Existing,0,307642.483,4836194.985,-79.464754058,43.66569470100001,"{u'type': u'Point', u'coordinates': (-79.4647540605, 43.6656947002)}"
7637909,26381,BP-44696,382,Keele St,Keele St,West,Dundas St W,North,,4.0,Junction Gardens,Ring,Existing,0,307644.003,4836190.193,-79.46473523600001,43.665651562,"{u'type': u'Point', u'coordinates': (-79.4647352382, 43.66565156)}"
7637910,26421,BP-01488,250,Dunn Ave,Dunn Ave,West,Queen St W,South,,4.0,,,Existing,0,310099.778,4833363.739,-79.43431213699999,43.640196202,"{u'type': u'Point', u'coordinates': (-79.4343121353, 43.6401962048)}"
7637911,26445,BP-05333,518,Danforth Ave,,,Danforth Ave,,,14.0,Greektown on the Danforth,,Existing,0,317017.307,4837621.808,-79.34847698600001,43.678443006,"{u'type': u'Point', u'coordinates': (-79.3484769834, 43.6784430094)}"
7637912,26454,BP-10603,465,Dundas St E,,,Arnold Ave,,,13.0,,,Existing,0,315649.97,4835511.701,-79.36547752199999,43.65947051,"{u'type': u'Point', u'coordinates': (-79.3654775192, 43.6594705091)}"
7637913,26479,BP-36095,1590,Queen St W,Queen St W,North,Beaty Ave,West,,4.0,Parkdale Village,Ring,Existing,0,309536.001,4833311.781,-79.44130030000001,43.63973231399999,"{u'type': u'Point', u'coordinates': (-79.441300296, 43.6397323131)}"
7637914,26481,BP-31413,4891A,Yonge St,Yonge St,East,Upper Madison Ave,South,,18.0,,Ring,Existing,0,311938.94,4847093.867,-79.411334795,43.763769407,"{u'type': u'Point', u'coordinates': (-79.4113347963, 43.7637694087)}"
7637915,26486,BP-18544,668,Annette St,Annette St,North,Windermere Ave,West,,4.0,Baby Point Gates,Ring,Existing,0,306073.75899999996,4835472.807,-79.484207477,43.65919846600001,"{u'type': u'Point', u'coordinates': (-79.484207472, 43.6591984717)}"
7637916,26488,BP-35828,759,Gladstone Ave,Hallam St,North,Gladstone Ave,East,,9.0,,Ring,Existing,0,309919.772,4836252.051,-79.436515825,43.66619617600001,"{u'type': u'Point', u'coordinates': (-79.4365158295, 43.6661961761)}"
7637917,26489,BP-34117,2340,Dundas St W,Bloor St W,North,Dundas St W,East,,4.0,,Ring,Existing,0,308720.151,4835189.643,-79.451398598,43.656640374,"{u'type': u'Point', u'coordinates': (-79.4513986039, 43.6566403729)}"
7637918,26490,BP-28828,731,College St,Crawford St,West,Ln S College W Montrose,West,,11.0,Little Italy,Ring,Existing,0,311338.92699999997,4834972.1,-79.41893409999999,43.654663775,"{u'type': u'Point', u'coordinates': (-79.4189341038, 43.6546637794)}"
7637919,26493,BP-45148,571,Jarvis St,Jarvis St,East,Isabella St,South,,13.0,,Ring,Existing,0,314541.247,4836531.001,-79.379205506,43.668660901,"{u'type': u'Point', u'coordinates': (-79.3792055049, 43.6686609042)}"
7637920,26494,BP-34804,340,College St,Major St,West,College St,North,,11.0,,Ring,Existing,0,312630.043,4835306.243,-79.402922753,43.657659036000005,"{u'type': u'Point', u'coordinates': (-79.4029227578, 43.6576590423)}"
7637921,26495,BP-27734,706,College St,College St,North,Montrose Ave,East,,11.0,Little Italy,Ring,Existing,0,311451.536,4835042.433999999,-79.417537172,43.655295877,"{u'type': u'Point', u'coordinates': (-79.4175371765, 43.6552958814)}"
7637922,26496,BP-34142,782,Bathurst St,Bathurst St,West,Bloor St W,South,,11.0,Mirvish Village,Ring,Temporarily Removed,0,311968.738,4836082.275,-79.41111133300001,43.664651033999995,"{u'type': u'Point', u'coordinates': (-79.4111113331, 43.6646510336)}"
7637923,26499,BP-33327,22,The Esplanade,The Esplanade,North,Scott St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314886.273,4834071.929,-79.374973026,43.646521387,"{u'type': u'Point', u'coordinates': (-79.3749730209, 43.6465213884)}"
7637924,26501,BP-20843,50,Queen St W,James St,West,Queen St W,North,,13.0,Downtown Yonge,Ring,Existing,0,314403.63399999996,4834731.096,-79.38094395899999,43.652461157,"{u'type': u'Point', u'coordinates': (-79.3809439638, 43.6524611635)}"
7637925,26503,BP-33776,1602,Dundas St W,Dundas St W,North,Brock Ave,East,,9.0,Little Portugal,Ring,Existing,0,310026.79600000003,4834445.067,-79.435206246,43.649930147,"{u'type': u'Point', u'coordinates': (-79.4352062462, 43.6499301479)}"
7637926,26505,BP-29501,416,Bloor St E,Bloor St E,North,Sherbourne St N,West,,11.0,,Ring,Existing,0,314698.99600000004,4836941.004,-79.377241845,43.672349381000004,"{u'type': u'Point', u'coordinates': (-79.3772418509, 43.672349384)}"
7637927,26507,BP-26520,2480,Lake Shore Blvd W,Lake Shore Blvd W,West,Allen Ave,North,,3.0,Mimico By The Lake,Ring,Existing,0,305618.393,4830340.706,-79.48986103600001,43.613003102,"{u'type': u'Point', u'coordinates': (-79.4898610355, 43.6130031017)}"
7637928,26508,BP-25111,268,Bloor St W,Bloor St W,North,St George St,West,,11.0,,Ring,Existing,0,312829.088,4836397.563999999,-79.40043876600001,43.667480254,"{u'type': u'Point', u'coordinates': (-79.4004387598, 43.6674802587)}"
7637929,26509,BP-26833,109,Niagara St,Niagara St,South,Tecumseth St,East,,10.0,,Ring,Existing,0,312539.82300000003,4833500.663,-79.404067185,43.641407325,"{u'type': u'Point', u'coordinates': (-79.4040671793, 43.6414073291)}"
7637930,26510,BP-30205,927,Bloor St W,Bloor St W,South,Concord Ave,West,,9.0,Bloorcourt Village,Ring,Existing,0,310670.049,4835738.251,-79.427218132,43.661565743000004,"{u'type': u'Point', u'coordinates': (-79.4272181362, 43.6615657461)}"
7637931,26511,BP-27177,142,Avenue Rd,Davenport Rd,South,Avenue Rd,West,,11.0,,Ring,Existing,0,313106.713,4837181.958000001,-79.396984125,43.674537779,"{u'type': u'Point', u'coordinates': (-79.3969841205, 43.6745377853)}"
7637932,26512,BP-20191,1457,Queen St W,Queen St W,South,Fuller Ave,East,,4.0,Parkdale Village,Ring,Existing,0,309744.161,4833353.713,-79.438719905,43.640108405,"{u'type': u'Point', u'coordinates': (-79.4387199037, 43.6401084047)}"
7637933,26513,BP-20431,398,Adelaide St W,Adelaide St W,North,Ln W Spadina S Adelaide,West,,10.0,,Ring,Existing,0,313167.534,4834085.837,-79.396277832,43.646667896000004,"{u'type': u'Point', u'coordinates': (-79.3962778368, 43.6466678951)}"
7637934,26514,BP-26322,382A,Eglinton Ave W,Eglinton Ave W,North,Braemar Ave,West,,8.0,The Eglinton Way,Ring,Existing,0,312059.723,4840496.165,-79.409923735,43.704380881999995,"{u'type': u'Point', u'coordinates': (-79.4099237388, 43.7043808822)}"
7637935,26515,BP-26806,111,Avenue Rd,Avenue Rd,East,Tranby Ave,South,,11.0,,Ring,Existing,0,313206.92600000004,4837030.26,-79.39574369600001,43.673171176000004,"{u'type': u'Point', u'coordinates': (-79.3957436927, 43.673171178)}"
7637936,26516,BP-20534,48,Margueretta St,College St,North,Margueretta St,West,,9.0,College West,Ring,Existing,0,309821.085,4834630.721,-79.43775461,43.651602698999994,"{u'type': u'Point', u'coordinates': (-79.4377546065, 43.6516027024)}"
7637937,26517,BP-20831,50,Queen St W,James St,West,Queen St W,North,,13.0,Downtown Yonge,Ring,Existing,0,314402.642,4834734.337,-79.380956202,43.65249035,"{u'type': u'Point', u'coordinates': (-79.380956204, 43.6524903496)}"
7637938,26518,BP-21169,74,Victoria St,Victoria St,West,Lombard St,South,,13.0,Financial District,Ring,Existing,0,314680.45,4834582.085,-79.37751501300001,43.651116239,"{u'type': u'Point', u'coordinates': (-79.3775150156, 43.6511162395)}"
7637939,26519,BP-27033,29,Concord Ave,Concord Ave,East,Ossington Ave,West,,9.0,,Ring,Existing,0,310896.399,4835075.32,-79.424419149,43.655596652,"{u'type': u'Point', u'coordinates': (-79.4244191439, 43.6555966572)}"
7637940,26520,BP-23880,83,Queens Quay W,Queens Quay W,South,Harbour Sq,West,,10.0,The Waterfront,Ring,Existing,0,314661.061,4833420.8610000005,-79.377776575,43.640663915,"{u'type': u'Point', u'coordinates': (-79.3777765695, 43.6406639156)}"
7637941,26521,BP-24391,974,Pape Ave,Pape Ave,West,Floyd Ave,North,,14.0,Pape Village,Ring,Existing,0,317029.455,4838660.532,-79.348302766,43.68779265,"{u'type': u'Point', u'coordinates': (-79.348302763, 43.687792653)}"
7637942,26524,BP-26021,411-419,Danforth Ave,Danforth Ave,South,Arundel Ave,West,,14.0,Greektown on the Danforth,Ring,Existing,0,316799.076,4837528.303,-79.351185632,43.677604902,"{u'type': u'Point', u'coordinates': (-79.3511856263, 43.6776048997)}"
7637943,26525,BP-26459,101,Davenport Rd,Davenport Rd,West,Bishop St,South,,11.0,,Ring,Existing,0,313525.88,4837118.495,-79.391786851,43.673961728,"{u'type': u'Point', u'coordinates': (-79.3917868473, 43.6739617325)}"
7637944,26526,BP-26774,469,Craven Rd,Craven Rd,East,Ln S Gerrard W Rhodes,South,,14.0,Gerrard India Bazaar,Ring,Existing,0,319238.854,4836904.768,-79.32094394800001,43.671948885,"{u'type': u'Point', u'coordinates': (-79.320943949, 43.6719488909)}"
7637945,26527,BP-26905,128,Strachan Ave,Strachan Ave,West,Adelaide St W,South,,10.0,,Ring,Existing,0,311872.235,4833671.823,-79.412339488,43.64295464600001,"{u'type': u'Point', u'coordinates': (-79.4123394854, 43.6429546469)}"
7637946,26528,BP-30322,577,College St,College St,South,Manning Ave,West,,11.0,Little Italy,Ring,Existing,0,311817.989,4835044.913,-79.412994025,43.655314828,"{u'type': u'Point', u'coordinates': (-79.4129940259, 43.6553148282)}"
7637947,26529,BP-30055,1938,Eglinton Ave W,Eglinton Ave W,North,Fairbank Ave,West,,8.0,Fairbank Village,Ring,Existing,0,308578.019,4839467.53,-79.453130777,43.695147723999995,"{u'type': u'Point', u'coordinates': (-79.453130772, 43.6951477296)}"
7637948,26530,BP-28971,854,King St W,King St W,North,Walnut Ave,East,,10.0,,Ring,Existing,0,312167.041,4833651.127,-79.408685651,43.642765491999995,"{u'type': u'Point', u'coordinates': (-79.4086856449, 43.6427654943)}"
7637949,26532,BP-25067,390,Bloor St W,Bloor St W,North,Brunswick Ave,East,,11.0,Bloor Annex,Ring,Existing,0,312298.517,4836240.453,-79.407020054,43.666071595,"{u'type': u'Point', u'coordinates': (-79.4070200506, 43.6660715926)}"
7637950,26533,BP-30676,554,Queen St E,Queen St E,North,River St,West,,13.0,,Ring,Existing,0,316354.709,4835280.949,-79.356744836,43.657382821999995,"{u'type': u'Point', u'coordinates': (-79.3567448338, 43.6573828202)}"
7637951,26543,BP-10490,33,Walton St,,,Walton St,,,11.0,Downtown Yonge,,Existing,0,314174.61699999997,4835365.672,-79.383772059,43.658176115,"{u'type': u'Point', u'coordinates': (-79.3837720603, 43.6581761162)}"
7637952,26551,BP-05822,328,Richmond St W,Richmond St W,North,Widmer St,West,,10.0,Toronto Entertainment District,Ring,Temporarily Removed,0,313473.929,4834327.04,-79.392475969,43.648835535,"{u'type': u'Point', u'coordinates': (-79.3924759635, 43.6488355385)}"
7637953,26565,BP-14696,38,Church St,,,Colborne St,,,13.0,St. Lawrence Market Neighbourhood,,Existing,0,314955.348,4834347.327,-79.374111614,43.6489994,"{u'type': u'Point', u'coordinates': (-79.374111609, 43.6489994008)}"
7637954,26574,BP-18664,2830,Danforth Ave,Danforth Ave,North,Trent Ave,East,,19.0,Danforth Village,Ring,Existing,0,321284.748,4838879.649,-79.295512629,43.689682741999995,"{u'type': u'Point', u'coordinates': (-79.2955126261, 43.6896827437)}"
7637955,26592,BP-32256,45,Mill St,Mill St,South,Trinity St,West,,10.0,,Ring,Existing,0,316064.5,4834522.22,-79.360358655,43.65055770399999,"{u'type': u'Point', u'coordinates': (-79.3603586572, 43.6505577033)}"
7637956,26593,BP-32297,912,Yonge St,Yonge St,West,Frichot Ave,South,,11.0,,Ring,Existing,0,313799.062,4837121.583000001,-79.388398965,43.67398627,"{u'type': u'Point', u'coordinates': (-79.3883989621, 43.6739862712)}"
7637957,26594,BP-35776,441,Queens Quay W,Queens Quay W,South,Lower Spadina Ave,West,,10.0,The Waterfront,Ring,Existing,0,313483.08,4833061.989,-79.392382857,43.637448251,"{u'type': u'Point', u'coordinates': (-79.3923828545, 43.6374482563)}"
7637958,26595,BP-34826,1A,Fermanagh Ave,Sorauren Ave,West,Fermanagh Ave,South,,4.0,,Ring,Existing,0,309325.99199999997,4834142.616,-79.443896268,43.647212267,"{u'type': u'Point', u'coordinates': (-79.4438962627, 43.6472122715)}"
7637959,26597,BP-33918,811,Gerrard St E,Gerrard St E,South,Logan Ave,East,,14.0,,Ring,Existing,0,317301.924,4836358.225,-79.344976358,43.667064391000004,"{u'type': u'Point', u'coordinates': (-79.3449763632, 43.6670643951)}"
7637960,26598,BP-32341,1824,Queen St E,Queen St E,North,Lockwood Rd,East,,19.0,The Beach,Ring,Existing,0,320221.978,4836485.141,-79.308764298,43.66815196,"{u'type': u'Point', u'coordinates': (-79.3087642983, 43.6681519638)}"
7637961,26599,BP-24115,209,Victoria St,Victoria St,East,Shuter St,North,,13.0,Downtown Yonge,Ring,Existing,0,314572.16,4834988.587,-79.378850098,43.654776726,"{u'type': u'Point', u'coordinates': (-79.3788500961, 43.6547767315)}"
7637962,26600,BP-23120,1615,Dupont St,Dupont St,South,Franklin Ave,West,,9.0,,Ring,Existing,0,308444.711,4836109.124,-79.454807251,43.664918335,"{u'type': u'Point', u'coordinates': (-79.4548072556, 43.6649183368)}"
7637963,26603,BP-33762,1315,Dundas St W,Dundas St W,South,Coolmine Rd,West,,9.0,Little Portugal,Ring,Existing,0,310758.88399999996,4834388.527,-79.426131583,43.649415708999996,"{u'type': u'Point', u'coordinates': (-79.4261315792, 43.6494157072)}"
7637964,26607,BP-35535,214,Beverley St,Beverley St,West,Cecil St,North,,11.0,,Ring,Existing,0,313237.976,4835271.322,-79.39538613,43.657338051,"{u'type': u'Point', u'coordinates': (-79.3953861335, 43.6573380575)}"
7637965,26611,BP-24512,598,Bloor St W,Bloor St W,North,Markham St,West,,11.0,Korea Town,Ring,Existing,0,311814.627,4836098.923,-79.413022009,43.664802355,"{u'type': u'Point', u'coordinates': (-79.4130220117, 43.6648023577)}"
7637966,26612,BP-33592,6,Dewhurst Blvd,Danforth Ave,North,Dewhurst Blvd,West,,14.0,Greektown on the Danforth,Ring,Existing,0,317723.215,4837798.807,-79.339717873,43.680024286999995,"{u'type': u'Point', u'coordinates': (-79.3397178744, 43.6800242868)}"
7637967,26613,BP-34646,163,Queen St E,George St,West,Bootlegger Lane,North,,13.0,,Ring,Existing,0,315119.414,4834877.652,-79.372067675,43.653770779,"{u'type': u'Point', u'coordinates': (-79.3720676759, 43.6537707772)}"
7637968,26615,BP-26943,3200,Danforth Ave,Danforth Ave,North,Kenworthy Ave,East,,20.0,Crossroads of the Danforth,Ring,Existing,0,322237.285,4839181.109,-79.283687073,43.692374501,"{u'type': u'Point', u'coordinates': (-79.2836870755, 43.6923745072)}"
7637969,26616,BP-36037,31,Princess St,Princess St,East,Nicholson Lane,South,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,315584.12100000004,4834469.911,-79.36631474100001,43.650093968,"{u'type': u'Point', u'coordinates': (-79.3663147448, 43.6500939716)}"
7637970,26619,BP-29300,512,Queen St W,Queen St W,North,Portland St,North,,10.0,Queen Street West,Ring,Existing,0,312744.963,4834206.596,-79.40151415300001,43.647759523999994,"{u'type': u'Point', u'coordinates': (-79.4015141528, 43.6477595222)}"
7637971,26636,BP-13385,145,Queens Quay W,,,York St,,,10.0,The Waterfront,,Existing,0,314511.625,4833301.306,-79.379630906,43.639589724,"{u'type': u'Point', u'coordinates': (-79.3796309061, 43.6395897236)}"
7637972,26671,BP-06902,1671,Queen St E,,,Orchard Park Blvd,,,19.0,,Rack,Existing,0,319848.69,4836341.301,-79.313397138,43.666864868000005,"{u'type': u'Point', u'coordinates': (-79.3133971328, 43.6668648687)}"
7637973,26695,BP-10499,8,Assiniboine Rd,,,Kidd Ter,,,7.0,,Rack,Existing,0,304414.787,4847543.938,-79.50478465100001,43.767854867,"{u'type': u'Point', u'coordinates': (-79.5047846479, 43.7678548689)}"
7637974,26719,BP-45002,68,Shuter St,Shuter St,North,Dalhousie St,East,,13.0,,Ring,Existing,0,314838.974,4835022.882,-79.375541651,43.655081873,"{u'type': u'Point', u'coordinates': (-79.3755416519, 43.6550818788)}"
7637975,26721,BP-33790,1601A,Dundas St W,Dundas St W,South,Brock Ave,East,,9.0,Little Portugal,Ring,Existing,0,310036.067,4834429.57,-79.435091466,43.649790585,"{u'type': u'Point', u'coordinates': (-79.4350914689, 43.6497905886)}"
7637976,26725,BP-36030,246,King St E,King St E,North,Princess St,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,315500.76,4834630.232,-79.367344952,43.651538278000004,"{u'type': u'Point', u'coordinates': (-79.3673449498, 43.6515382786)}"
7637977,26726,BP-40181,239,Queens Quay W,Queens Quay W,South,Lower Simcoe St,West,,10.0,The Waterfront,Ring,Existing,0,314180.463,4833262.999,-79.383736094,43.639249151,"{u'type': u'Point', u'coordinates': (-79.3837360939, 43.6392491566)}"
7637978,26727,BP-44327,225,Wellington St W,Wellington St W,South,John St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,313778.25,4833935.89,-79.388710037,43.64531104899999,"{u'type': u'Point', u'coordinates': (-79.3887100372, 43.6453110501)}"
7637979,26728,BP-23122,1625,Dupont St,Dupont St,South,Edwin Ave,East,,9.0,,Ring,Existing,0,308421.273,4836102.952,-79.455097923,43.664862896,"{u'type': u'Point', u'coordinates': (-79.4550979173, 43.664862895)}"
7637980,26729,BP-21570,2340,Dundas St W,Dundas St W,East,Bloor St W,North,,4.0,,Ring,Existing,0,308643.418,4835175.238,-79.452350028,43.656511105,"{u'type': u'Point', u'coordinates': (-79.4523500294, 43.656511109)}"
7637981,26730,BP-21902,157,Jameson Ave,Jameson Ave,East,King St W,North,,4.0,,Ring,Existing,0,309957.314,4833069.0430000005,-79.436080705,43.63754453399999,"{u'type': u'Point', u'coordinates': (-79.4360807101, 43.6375445369)}"
7637982,26731,BP-41564,214,Wellington St W,Wellington St W,North,John St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,313754.545,4833945.17,-79.38900372100001,43.64539486899999,"{u'type': u'Point', u'coordinates': (-79.3890037184, 43.6453948683)}"
7637983,26733,BP-22496,200,Elizabeth St,Elizabeth St,West,La Plante Ave,West,,11.0,,Ring,Existing,0,313920.975,4835478.631,-79.386914838,43.659196053,"{u'type': u'Point', u'coordinates': (-79.3869148384, 43.6591960516)}"
7637984,26734,BP-24725,330,Kingston Rd,Kingston Rd,North,Heyworth Cres,West,,19.0,,Ring,Existing,0,320367.331,4837236.2639999995,-79.306940231,43.674909994,"{u'type': u'Point', u'coordinates': (-79.3069402299, 43.6749100002)}"
7637985,26735,BP-20060,44,Charles St W,Bay St,East,Charles St W,North,,11.0,Bloor Street,Ring,Existing,0,313751.071,4836550.129,-79.389003597,43.66884301100001,"{u'type': u'Point', u'coordinates': (-79.3890035971, 43.6688430155)}"
7637986,26736,BP-24715,607,Kingston Rd,Kingston Rd,South,Ln W Main N Kingston,East,,19.0,,Ring,Existing,0,321041.899,4837655.919,-79.298561927,43.678672991000006,"{u'type': u'Point', u'coordinates': (-79.2985619231, 43.6786729907)}"
7637987,26737,BP-24783,29,Kenilworth Ave,Kewbeach Ave,South,Kenilworth Ave,East,,19.0,,Ring,Existing,0,320883.932,4836311.325,-79.300561155,43.666573373,"{u'type': u'Point', u'coordinates': (-79.3005611607, 43.6665733707)}"
7637988,26738,BP-20585,12,Alexander St,Alexander St,North,Maitland Ter,East,,13.0,,Ring,Existing,0,314230.69,4835915.53,-79.383067255,43.663124851999996,"{u'type': u'Point', u'coordinates': (-79.3830672548, 43.6631248585)}"
7637989,26739,BP-45645,256,Mc Caul St,Mc Caul St,West,College St,South,,11.0,,Ring,Existing,0,313401.30100000004,4835418.304,-79.39335889899999,43.658659215,"{u'type': u'Point', u'coordinates': (-79.3933588952, 43.6586592205)}"
7637990,26740,BP-33084,1769,Danforth Ave,Danforth Ave,South,Bastedo Ave,West,,19.0,Danforth Mosaic,Ring,Existing,0,319350.971,4838260.385,-79.319517023,43.68414898100001,"{u'type': u'Point', u'coordinates': (-79.3195170233, 43.6841489831)}"
7637991,26741,BP-28925,180,Shaw St,Shaw St,West,Lobb Ave,West,,10.0,,Shelter,Existing,0,311474.321,4834101.96,-79.41726631899999,43.646830143,"{u'type': u'Point', u'coordinates': (-79.4172663198, 43.6468301409)}"
7637992,26742,BP-36829,1751,Lake Shore Blvd W,Lake Shore Blvd W,South,Lakeshore E Parkside Ramp,West,,4.0,,Ring,Existing,0,308388.255,4833111.175,-79.455527195,43.637932997,"{u'type': u'Point', u'coordinates': (-79.4555272007, 43.6379330023)}"
7637993,26743,BP-35510,214,Beverley St,Beverley St,West,Cecil St,North,,11.0,,Ring,Existing,0,313234.283,4835284.935,-79.395431702,43.657460636,"{u'type': u'Point', u'coordinates': (-79.3954317065, 43.6574606346)}"
7637994,26744,BP-33216,20,Front St W,Front St W,North,Yonge St,West,,13.0,Financial District,Ring,Existing,0,314656.44899999996,4834062.617,-79.377822021,43.646440649,"{u'type': u'Point', u'coordinates': (-79.3778220265, 43.6464406481)}"
7637995,26745,BP-29324,25,Dockside Dr,Dockside Dr,South,Knapp Lane,South,,10.0,,Ring,Existing,0,315554.82,4833682.0,-79.366693662,43.64300213600001,"{u'type': u'Point', u'coordinates': (-79.3666936584, 43.6430021386)}"
7637996,26746,BP-29704,112,Merton St,Merton St,North,Ln E Yonge N Merton,East,,12.0,,Ring,Existing,0,313447.855,4839667.206,-79.392713588,43.696904326,"{u'type': u'Point', u'coordinates': (-79.392713586, 43.6969043315)}"
7637997,26753,BP-36446,823,Lansdowne Ave,Lansdowne Ave,East,Wallace Ave,North,,9.0,,Ring,Existing,0,309280.686,4835836.7639999995,-79.444443811,43.66246216,"{u'type': u'Point', u'coordinates': (-79.4444438143, 43.6624621649)}"
7637998,26754,BP-36489,5A,King St E,King St E,South,Yonge St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,314683.589,4834366.174,-79.377480057,43.64917271,"{u'type': u'Point', u'coordinates': (-79.3774800532, 43.6491727093)}"
7637999,26756,BP-45883,21,Dundas Sq,Dundas Sq,South,Victoria St,West,,13.0,,Ring,Existing,0,314487.58,4835107.4,-79.379896545,43.655847308999995,"{u'type': u'Point', u'coordinates': (-79.379896539, 43.6558473135)}"
7638000,26825,BP-20959,603,Davenport Rd,Davenport Rd,South,Walmer Rd,West,,12.0,Dupont by the Castle,Ring,Existing,0,312000.268,4837425.9,-79.410702454,43.676745118999996,"{u'type': u'Point', u'coordinates': (-79.4107024482, 43.6767451252)}"
7638001,26826,BP-25366,982,Dundas St W,Dundas St W,North,Beatrice St,West,,11.0,,Ring,Existing,0,311651.378,4834513.385,-79.41506633600001,43.650531911,"{u'type': u'Point', u'coordinates': (-79.4150663373, 43.6505319135)}"
7638002,26827,BP-21589,432,Richmond St W,Richmond St W,North,Spadina Ave,West,,10.0,,Ring,Existing,0,313158.781,4834229.048,-79.396384127,43.647957084,"{u'type': u'Point', u'coordinates': (-79.3963841211, 43.6479570861)}"
7638003,26828,BP-20230,1267,Queen St W,Queen St W,South,Elm Grove Ave,East,,4.0,Parkdale Village,Ring,Existing,0,310340.221,4833520.9180000005,-79.431330362,43.641609282,"{u'type': u'Point', u'coordinates': (-79.4313303658, 43.6416092798)}"
7638004,26829,BP-25027,248,Bloor St W,Bloor St W,North,Devonshire Pl,East,,11.0,,Ring,Existing,0,313013.631,4836449.886,-79.398149618,43.667949209,"{u'type': u'Point', u'coordinates': (-79.3981496212, 43.6679492098)}"
7638005,26832,BP-22238,155,Dundas St E,Dundas St E,South,Mutual St,East,,13.0,,Ring,Existing,0,314863.38,4835219.048,-79.37523542,43.656847303,"{u'type': u'Point', u'coordinates': (-79.375235423, 43.6568473041)}"
7638006,26833,BP-22274,154,Wellesley St E,Homewood Ave,West,Wellesley St E,North,,13.0,,Ring,Existing,0,314801.22,4836310.553,-79.375985849,43.666673132,"{u'type': u'Point', u'coordinates': (-79.3759858515, 43.6666731308)}"
7638007,26834,BP-20951,613,Christie St,Christie St,East,Benson Ave,East,,12.0,,Ring,Existing,0,310858.878,4837788.565,-79.424853847,43.680019763999994,"{u'type': u'Point', u'coordinates': (-79.4248538526, 43.6800197666)}"
7638008,26835,BP-25863,868,Bathurst St,Bathurst St,West,London St,North,,11.0,,Ring,Existing,0,311892.789,4836346.1,-79.412049592,43.667026539,"{u'type': u'Point', u'coordinates': (-79.4120495934, 43.6670265369)}"
7638009,26836,BP-25068,322,Bloor St W,Bloor St W,North,Madison Ave,West,,11.0,Bloor Annex,Ring,Existing,0,312605.119,4836330.423,-79.403216954,43.666878283,"{u'type': u'Point', u'coordinates': (-79.4032169578, 43.6668782861)}"
7638010,26837,BP-20690,400,University Ave,University Ave,West,Armoury St,North,,10.0,,Ring,Existing,0,313827.93100000004,4834858.344,-79.38807880600001,43.653613773000004,"{u'type': u'Point', u'coordinates': (-79.3880788001, 43.6536137761)}"
7638011,26838,BP-27232,100,Strathcona Ave,Strathcona Ave,North,Blake St,West,,14.0,,Ring,Existing,0,317669.538,4837420.619,-79.340392635,43.676621041000004,"{u'type': u'Point', u'coordinates': (-79.3403926327, 43.6766210415)}"
7638012,26839,BP-25458,210,Bellwoods Ave,Bellwoods Ave,West,Treford Pl,South,,11.0,,Ring,Existing,0,311781.707,4834717.305,-79.413448065,43.652366255,"{u'type': u'Point', u'coordinates': (-79.4134480692, 43.6523662568)}"
7638013,26840,BP-21167,78,Victoria St,Victoria St,West,Lombard St,North,,13.0,Financial District,Ring,Existing,0,314673.778,4834608.208000001,-79.377597243,43.651351467,"{u'type': u'Point', u'coordinates': (-79.3775972487, 43.6513514701)}"
